country	year	sport	event	athlete	Result	medal
Hungary	1936	Fencing	Sabre, Individual	Endre Kabos		GOLD
Hungary	1936	Fencing	Sabre, Individual	Aladár Gerevich		BRONZE
Hungary	1936	Fencing	Sabre, Team	Aladár Gerevich		GOLD
Hungary	1936	Fencing	Sabre, Team	Endre Kabos		GOLD
Hungary	1936	Fencing	Sabre, Team	Tibor Berczelly		GOLD
Hungary	1936	Fencing	Sabre, Team	Pál Kovács		GOLD
Hungary	1936	Fencing	Sabre, Team	László Rajcsányi		GOLD
Hungary	1936	Fencing	Sabre, Team	Imre Rajczy		GOLD
Hungary	1936	Fencing	Foil, Individual Women	Ilona Elek		GOLD
Hungary	1936	Gymnastics	Team Combined Exercises Women	Margit Sándor-Nagy	499.00	BRONZE
Hungary	1936	Gymnastics	Team Combined Exercises Women	Olga Tõrös	499.00	BRONZE
Hungary	1936	Gymnastics	Team Combined Exercises Women	Judit Tóth	499.00	BRONZE
Hungary	1936	Gymnastics	Team Combined Exercises Women	Eszter Voit	499.00	BRONZE
Hungary	1936	Gymnastics	Team Combined Exercises Women	Ilona Madary	499.00	BRONZE
Hungary	1936	Gymnastics	Team Combined Exercises Women	Gabriella Mészáros	499.00	BRONZE
Hungary	1936	Gymnastics	Team Combined Exercises Women	Margit Csillik	499.00	BRONZE
Hungary	1936	Gymnastics	Team Combined Exercises Women	Margit Kalocsai	499.00	BRONZE
Hungary	1936	Shooting	Small-bore Rifle, prone	Ralph Berzsenyi	296	SILVER
Hungary	1936	Swimming	100m Freestyle Men	Ferenc Csik	57.6	GOLD
Hungary	1936	Swimming	4x200m Freestyle Relay Men	Ferenc Csik	9:12.3	BRONZE
Hungary	1936	Swimming	4x200m Freestyle Relay Men	Oszkár Abay Nemes	9:12.3	BRONZE
Hungary	1936	Swimming	4x200m Freestyle Relay Men	Ödön Gróf	9:12.3	BRONZE
Hungary	1936	Swimming	4x200m Freestyle Relay Men	Àrpád Lengyel	9:12.3	BRONZE
Hungary	1936	Water Polo	Water Polo	Miklós Sárkány		GOLD
Hungary	1936	Water Polo	Water Polo	Sándor Tarics		GOLD
Hungary	1936	Water Polo	Water Polo	István Molnár		GOLD
Hungary	1936	Water Polo	Water Polo	János Németh		GOLD
Hungary	1936	Water Polo	Water Polo	György Kutasi		GOLD
Hungary	1936	Water Polo	Water Polo	Kálmán Hazai		GOLD
Hungary	1936	Water Polo	Water Polo	Márton Homonnai		GOLD
Hungary	1936	Water Polo	Water Polo	Olivér Halassy		GOLD
Hungary	1936	Water Polo	Water Polo	Mihály Bozsi		GOLD
Hungary	1936	Water Polo	Water Polo	Jenõ Brandi		GOLD
Hungary	1936	Water Polo	Water Polo	György Bródy		GOLD
Hungary	1936	Wrestling	Greco-Roman Bantamweight	Márton Lõrincz		GOLD
Hungary	1936	Wrestling	Greco-Roman Middleweight	József Palotás		BRONZE
Hungary	1936	Wrestling	Freestyle Bantamweight	Ödön Zombori		GOLD
Hungary	1936	Wrestling	Freestyle Lightweight	Károly Kárpáti		GOLD
United Kingdom	1936	Track & Field	400m Men	Godfrey Brown	46.7	SILVER
United Kingdom	1936	Track & Field	Marathon Men	Ernie Harper	2:31:23	SILVER
United Kingdom	1936	Track & Field	110m Hurdles Men	Donald Finlay	14.4	SILVER
United Kingdom	1936	Track & Field	4x400m Relay Men	Godfrey Brown	3:09.0	GOLD
United Kingdom	1936	Track & Field	4x400m Relay Men	Godfrey Rampling	3:09.0	GOLD
United Kingdom	1936	Track & Field	4x400m Relay Men	William Roberts	3:09.0	GOLD
United Kingdom	1936	Track & Field	4x400m Relay Men	Freddie Wolff	3:09.0	GOLD
United Kingdom	1936	Track & Field	50km Walk Men	Harold Whitlock	4:30:41	GOLD
United Kingdom	1936	Track & Field	4x100m Relay Women	Violet Olney	47.6	SILVER
United Kingdom	1936	Track & Field	4x100m Relay Women	Eileen Hiscock	47.6	SILVER
United Kingdom	1936	Track & Field	4x100m Relay Women	Barbara Burke	47.6	SILVER
United Kingdom	1936	Track & Field	4x100m Relay Women	Audrey Brown	47.6	SILVER
United Kingdom	1936	Track & Field	High Jump Women	Dorothy Odam-Tyler	1.60	SILVER
United Kingdom	1936	Cycling	4000m Team Pursuit Men	Ernest Mills	4:53.6	BRONZE
United Kingdom	1936	Cycling	4000m Team Pursuit Men	Ernest Johnson	4:53.6	BRONZE
United Kingdom	1936	Cycling	4000m Team Pursuit Men	Charles King	4:53.6	BRONZE
United Kingdom	1936	Cycling	4000m Team Pursuit Men	Harry Hill	4:53.6	BRONZE
United Kingdom	1936	Equestrian	Three-Day Event, Team	Richard Fanshawe	-9195.50	BRONZE
United Kingdom	1936	Equestrian	Three-Day Event, Team	Edward Howard-Vyse	-9195.50	BRONZE
United Kingdom	1936	Equestrian	Three-Day Event, Team	Alec Scott	-9195.50	BRONZE
United Kingdom	1936	Polo	Polo	William Hinde		SILVER
United Kingdom	1936	Polo	Polo	Bryan Fowler		SILVER
United Kingdom	1936	Polo	Polo	Humphrey Guinness		SILVER
United Kingdom	1936	Polo	Polo	David Dawnay		SILVER
United Kingdom	1936	Rowing	Double Sculls Men	Jack Beresford	7:20.8	GOLD
United Kingdom	1936	Rowing	Double Sculls Men	Dick Southwood	7:20.8	GOLD
United Kingdom	1936	Rowing	Coxless Fours Men	John Sturrock	7:06.5	SILVER
United Kingdom	1936	Rowing	Coxless Fours Men	Peter Jackson	7:06.5	SILVER
United Kingdom	1936	Rowing	Coxless Fours Men	Alan Barrett	7:06.5	SILVER
United Kingdom	1936	Rowing	Coxless Fours Men	Thomas Bristow	7:06.5	SILVER
United Kingdom	1936	Sailing	Monotype Class	Peter Scott	131	BRONZE
United Kingdom	1936	Sailing	6 Meter Class	Charles Leaf	67	GOLD
United Kingdom	1936	Sailing	6 Meter Class	Leonard Martin	67	GOLD
United Kingdom	1936	Sailing	6 Meter Class	Russell Harmer	67	GOLD
United Kingdom	1936	Sailing	6 Meter Class	Miles Bellville	67	GOLD
United Kingdom	1936	Sailing	6 Meter Class	Chris Boardman	67	GOLD
Canada	1936	Track & Field	800m Men	Philip Edwards	1:53.6	BRONZE
Canada	1936	Track & Field	400m Hurdles Men	John Loaring	52.7	SILVER
Canada	1936	Track & Field	80m Hurdles Women	Betty Taylor	11.7	BRONZE
Canada	1936	Track & Field	4x100m Relay Women	Aileen Meagher	47.8	BRONZE
Canada	1936	Track & Field	4x100m Relay Women	Dorothy Brookshaw	47.8	BRONZE
Canada	1936	Track & Field	4x100m Relay Women	Hilda Cameron	47.8	BRONZE
Canada	1936	Track & Field	4x100m Relay Women	Mildred Dolson	47.8	BRONZE
Canada	1936	Basketball	Basketball Men	Edward Dawson		SILVER
Canada	1936	Basketball	Basketball Men	Gordon Aitchison		SILVER
Canada	1936	Basketball	Basketball Men	Ian Allison		SILVER
Canada	1936	Basketball	Basketball Men	Arthur Chapman		SILVER
Canada	1936	Basketball	Basketball Men	Charles Chapman		SILVER
Canada	1936	Basketball	Basketball Men	Irving Meretsky		SILVER
Canada	1936	Basketball	Basketball Men	James Peden		SILVER
Canada	1936	Basketball	Basketball Men	Malcolm Wiseman		SILVER
Canada	1936	Basketball	Basketball Men	James Stewart		SILVER
Canada	1936	Canoeing	C1 1000m Canadian Singles (Men)	Francis Amyot	5:32.1	GOLD
Canada	1936	Canoeing	C2 1000m Canadian Pairs (Men)	Harvey Charters	4:56.7	BRONZE
Canada	1936	Canoeing	C2 1000m Canadian Pairs (Men)	Frank Saker	4:56.7	BRONZE
Canada	1936	Canoeing	C2 10,000m Canadian Pairs (Men)	Frank Saker	51:15.8	SILVER
Canada	1936	Canoeing	C2 10,000m Canadian Pairs (Men)	Harvey Charters	51:15.8	SILVER
Canada	1936	Wrestling	Freestyle Welterweight	Joseph Schleimer		BRONZE
Czechoslovakia (until 1992)	1936	Art Contests	Music: Composition for Orchestra	Jaroslav Kricka		BRONZE
Czechoslovakia (until 1992)	1936	Canoeing	C1 1000m Canadian Singles (Men)	Bohuslav Karlík	5:36.9	SILVER
Czechoslovakia (until 1992)	1936	Canoeing	C2 1000m Canadian Pairs (Men)	Jan Brzák-Felix	4:50.1	GOLD
Czechoslovakia (until 1992)	1936	Canoeing	C2 1000m Canadian Pairs (Men)	Vladimír Syrovátka	4:50.1	GOLD
Czechoslovakia (until 1992)	1936	Canoeing	C2 10,000m Canadian Pairs (Men)	Zdenek Skrland	50:35.5	GOLD
Czechoslovakia (until 1992)	1936	Canoeing	C2 10,000m Canadian Pairs (Men)	Václav Mottl	50:35.5	GOLD
Czechoslovakia (until 1992)	1936	Gymnastics	Rings	Alois Hudec	19.433	GOLD
Czechoslovakia (until 1992)	1936	Gymnastics	Team Combined Exercises Women	Zdenka Vermirovská	503.60	SILVER
Czechoslovakia (until 1992)	1936	Gymnastics	Team Combined Exercises Women	Marie Vetrovská	503.60	SILVER
Czechoslovakia (until 1992)	1936	Gymnastics	Team Combined Exercises Women	Matylda Pálfyová	503.60	SILVER
Czechoslovakia (until 1992)	1936	Gymnastics	Team Combined Exercises Women	Vlasta Dekanová	503.60	SILVER
Czechoslovakia (until 1992)	1936	Gymnastics	Team Combined Exercises Women	Bozena Dobesová	503.60	SILVER
Czechoslovakia (until 1992)	1936	Gymnastics	Team Combined Exercises Women	Vlasta Foltová	503.60	SILVER
Czechoslovakia (until 1992)	1936	Gymnastics	Team Combined Exercises Women	Marie Bajerová	503.60	SILVER
Czechoslovakia (until 1992)	1936	Gymnastics	Team Combined Exercises Women	Anna Hrebinová	503.60	SILVER
Czechoslovakia (until 1992)	1936	Weightlifting	Heavyweight	Václav Psenicka	402.5	SILVER
Czechoslovakia (until 1992)	1936	Wrestling	Greco-Roman Lightweight	Jozef Herda		SILVER
Czechoslovakia (until 1992)	1936	Wrestling	Freestyle Heavyweight	Josef Klapuch		SILVER
Poland	1936	Art Contests	Sculpture Reliefs	Józef Klukowski		SILVER
Poland	1936	Art Contests	Applied Graphics	Stanislaw Ostoja-Chrostowski		BRONZE
Poland	1936	Art Contests	Literature Epic Works	Jan Parandowski		BRONZE
Poland	1936	Track & Field	100m Women	Stanislawa Walasiewicz	11.7	SILVER
Poland	1936	Track & Field	Discus Throw Women	Jadwiga Wajsówna	46.22	SILVER
Poland	1936	Track & Field	Javelin Throw Women	Maria Kwasniewska	41.80	BRONZE
Poland	1936	Equestrian	Three-Day Event, Team	Henryk Leliwa-Roycewicz	-991.70	SILVER
Poland	1936	Equestrian	Three-Day Event, Team	Seweryn Kulesza	-991.70	SILVER
Poland	1936	Equestrian	Three-Day Event, Team	Zdzislaw Kawecki	-991.70	SILVER
Poland	1936	Rowing	Double Sculls Men	Jerzy Ustupski	7:36.2	BRONZE
Poland	1936	Rowing	Double Sculls Men	Roger Verey	7:36.2	BRONZE
Poland	1936	Shooting	Small-bore Rifle, prone	Wladyslaw Karas	296	BRONZE
Argentina	1936	Boxing	Featherweight	Oscar Casanovas		GOLD
Argentina	1936	Boxing	Middleweight	Raúl Villareal		BRONZE
Argentina	1936	Boxing	Light Heavyweight	Francisco Risiglione		BRONZE
Argentina	1936	Boxing	Heavyweight	Guillermo Lovell		SILVER
Argentina	1936	Polo	Polo	Luis Duggan		GOLD
Argentina	1936	Polo	Polo	Andrés Gazzotti		GOLD
Argentina	1936	Polo	Polo	Roberto Cavanagh		GOLD
Argentina	1936	Polo	Polo	Manuel Andrada		GOLD
Argentina	1936	Rowing	Coxless Pairs Men	Julio Curatella	8:23.0	BRONZE
Argentina	1936	Rowing	Coxless Pairs Men	Horacio Podestá	8:23.0	BRONZE
Argentina	1936	Swimming	100m Freestyle Women	Jeannette Campbell	1:06.4	SILVER
Estonia	1936	Boxing	Lightweight	Nikolai Stepulov		SILVER
Estonia	1936	Weightlifting	Heavyweight	Arnold Luhaäär	400	BRONZE
Estonia	1936	Wrestling	Greco-Roman Lightweight	Voldemar Väli		BRONZE
Estonia	1936	Wrestling	Greco-Roman Light Heavyweight	August Neo		BRONZE
Estonia	1936	Wrestling	Greco-Roman Heavyweight	Kristjan Palusalu		GOLD
Estonia	1936	Wrestling	Freestyle Light Heavyweight	August Neo		SILVER
Estonia	1936	Wrestling	Freestyle Heavyweight	Kristjan Palusalu		GOLD
Norway	1936	Boxing	Middleweight	Henry Tiller		SILVER
Norway	1936	Boxing	Heavyweight	Erling Nilsen		BRONZE
Norway	1936	Shooting	Small-bore Rifle, prone	Willy Røgeberg	300	GOLD
Norway	1936	Soccer	Soccer	Arne Brustad		BRONZE
Norway	1936	Soccer	Soccer	Reidar Kvammen		BRONZE
Norway	1936	Soccer	Soccer	Alf Martinsen		BRONZE
Norway	1936	Soccer	Soccer	Nils Eriksen		BRONZE
Norway	1936	Soccer	Soccer	Odd Frantzen		BRONZE
Norway	1936	Soccer	Soccer	Sverre Hansen		BRONZE
Norway	1936	Soccer	Soccer	Rolf Holmberg		BRONZE
Norway	1936	Soccer	Soccer	Øivind Holmsen		BRONZE
Norway	1936	Soccer	Soccer	Fredrik Horn		BRONZE
Norway	1936	Soccer	Soccer	Magnar Isaksen		BRONZE
Norway	1936	Soccer	Soccer	Tippen Johansen		BRONZE
Norway	1936	Soccer	Soccer	Jørgen Juve		BRONZE
Norway	1936	Soccer	Soccer	Frithjof Ulleberg		BRONZE
Norway	1936	Soccer	Soccer	Magdalon Monsen		BRONZE
Norway	1936	Sailing	6 Meter Class	Vaadjuv Nyqvist	66	SILVER
Norway	1936	Sailing	6 Meter Class	Alf Tveten	66	SILVER
Norway	1936	Sailing	6 Meter Class	Karsten Konow	66	SILVER
Norway	1936	Sailing	6 Meter Class	Fredrik Meyer	66	SILVER
Norway	1936	Sailing	8 Meter Class	John Ditlev-Simonsen	53	SILVER
Norway	1936	Sailing	8 Meter Class	Tit Ditlev-Simonsen	53	SILVER
Norway	1936	Sailing	8 Meter Class	Lauritz Schmidt	53	SILVER
Norway	1936	Sailing	8 Meter Class	Hans Struksnæs	53	SILVER
Norway	1936	Sailing	8 Meter Class	Jacob Thams	53	SILVER
Norway	1936	Sailing	8 Meter Class	Magnus Konow	53	SILVER
Norway	1936	Sailing	8 Meter Class	Nordahl Wallem	53	SILVER
Denmark	1936	Boxing	Welterweight	Gerhard Pedersen		BRONZE
Denmark	1936	Equestrian	Three-Day Event, Individual	Hans Lunding	-102.2	BRONZE
Denmark	1936	Rowing	Coxless Pairs Men	Peter Olsen	8:19.2	SILVER
Denmark	1936	Rowing	Coxless Pairs Men	Harry Larsen	8:19.2	SILVER
Denmark	1936	Swimming	400m Freestyle Women	Ragnhild Hveger	5:27.5	SILVER
Denmark	1936	Swimming	200m Breaststroke Women	Inge Sørensen	3:07.8	BRONZE
Egypt	1936	Weightlifting	Featherweight	Saleh Soliman	305	SILVER
Egypt	1936	Weightlifting	Featherweight	Ibrahim Shams	300	BRONZE
Egypt	1936	Weightlifting	Lightweight	Anwar Mesbah	342.5	GOLD
Egypt	1936	Weightlifting	Middleweight	Khadr Sayed El-Touni	387.5	GOLD
Egypt	1936	Weightlifting	Light Heavyweight	Ibrahim Wasif	360	BRONZE
Belgium	1936	Art Contests	Sculpture Medals	Jozuë Dupon		BRONZE
Belgium	1936	Cycling	Team Road Race Men	Auguste Garrebeek	7:39:21.0	BRONZE
Belgium	1936	Cycling	Team Road Race Men	Armand Putzeys	7:39:21.0	BRONZE
Belgium	1936	Cycling	Team Road Race Men	François Vandermotte	7:39:21.0	BRONZE
Belgium	1936	Water Polo	Water Polo	Henri Stoelen		BRONZE
Belgium	1936	Water Polo	Water Polo	Fernand Isselé		BRONZE
Belgium	1936	Water Polo	Water Polo	Edmond Michiels		BRONZE
Belgium	1936	Water Polo	Water Polo	Gérard Blitz		BRONZE
Belgium	1936	Water Polo	Water Polo	Albert Castelyns		BRONZE
Belgium	1936	Water Polo	Water Polo	Pierre Coppieters		BRONZE
Belgium	1936	Water Polo	Water Polo	Joseph De Combe		BRONZE
Belgium	1936	Water Polo	Water Polo	Henri De Pauw		BRONZE
Belgium	1936	Water Polo	Water Polo	Henri Disy		BRONZE
Mexico	1936	Basketball	Basketball Men	Carlos Borja		BRONZE
Mexico	1936	Basketball	Basketball Men	Victor Borja		BRONZE
Mexico	1936	Basketball	Basketball Men	Rodolfo Choperena		BRONZE
Mexico	1936	Basketball	Basketball Men	Luis De La Vega		BRONZE
Mexico	1936	Basketball	Basketball Men	Raúl Fernández		BRONZE
Mexico	1936	Basketball	Basketball Men	Andrés Gómez		BRONZE
Mexico	1936	Basketball	Basketball Men	Silvio Hernández		BRONZE
Mexico	1936	Basketball	Basketball Men	Francisco Martinez		BRONZE
Mexico	1936	Basketball	Basketball Men	Jesús Olmos		BRONZE
Mexico	1936	Basketball	Basketball Men	José Pamplona		BRONZE
Mexico	1936	Basketball	Basketball Men	Greer Skousen		BRONZE
Mexico	1936	Boxing	Bantamweight	Fidel Ortiz		BRONZE
Mexico	1936	Polo	Polo	Alberto Ramos		BRONZE
Mexico	1936	Polo	Polo	Julio Muller		BRONZE
Mexico	1936	Polo	Polo	Antonio Nava		BRONZE
Mexico	1936	Polo	Polo	Juan Grazia		BRONZE
Latvia	1936	Track & Field	50km Walk Men	Adalberts Bubenko	4:32:42	BRONZE
Latvia	1936	Wrestling	Greco-Roman Light Heavyweight	Edwins Bietags		SILVER
Turkey	1936	Wrestling	Greco-Roman Featherweight	Yasar Erkan		GOLD
Turkey	1936	Wrestling	Freestyle Middleweight	Ahmet Kireççi		BRONZE
Australia	1936	Track & Field	Triple Jump Men	Jack Metcalfe	15.50	BRONZE
British India	1936	Field Hockey	Field Hockey Men	Richard Allen		GOLD
British India	1936	Field Hockey	Field Hockey Men	Dhyan Chand		GOLD
British India	1936	Field Hockey	Field Hockey Men	Earnest Cullen		GOLD
British India	1936	Field Hockey	Field Hockey Men	Ali Dara		GOLD
British India	1936	Field Hockey	Field Hockey Men	Lionel Emmett		GOLD
British India	1936	Field Hockey	Field Hockey Men	Peter Fernandes		GOLD
British India	1936	Field Hockey	Field Hockey Men	Joseph Galibardy		GOLD
British India	1936	Field Hockey	Field Hockey Men	Mohomed Hussain		GOLD
British India	1936	Field Hockey	Field Hockey Men	Mohammed Jaffar		GOLD
British India	1936	Field Hockey	Field Hockey Men	Ahmed Sher Khan		GOLD
British India	1936	Field Hockey	Field Hockey Men	Ahsan Mohomed Khan		GOLD
British India	1936	Field Hockey	Field Hockey Men	Mirza Masood		GOLD
British India	1936	Field Hockey	Field Hockey Men	Cyril Michie		GOLD
British India	1936	Field Hockey	Field Hockey Men	Baboo Nimal		GOLD
British India	1936	Field Hockey	Field Hockey Men	Joseph Phillip		GOLD
British India	1936	Field Hockey	Field Hockey Men	Shabban Shahab ud-Din		GOLD
British India	1936	Field Hockey	Field Hockey Men	Garewal Gurcharan Singh		GOLD
British India	1936	Field Hockey	Field Hockey Men	Roop Singh		GOLD
British India	1936	Field Hockey	Field Hockey Men	Carlyle Tapsell		GOLD
New Zealand	1936	Track & Field	1500m Men	Jack Lovelock	3:47.8	GOLD
Philippines	1936	Track & Field	400m Hurdles Men	Miguel White	52.8	BRONZE
Portugal	1936	Equestrian	Jumping, Team	José Beltrão	56	BRONZE
Portugal	1936	Equestrian	Jumping, Team	António Marqués do Funchal	56	BRONZE
Portugal	1936	Equestrian	Jumping, Team	Luiz Mena e Silva	56	BRONZE
Romania	1936	Equestrian	Jumping, Individual	Henri Rang	4	SILVER
South Africa (until 1960)	1936	Boxing	Featherweight	Charles Catterall		SILVER
Yugoslavia (until 1988)	1936	Gymnastics	Rings	Leon Stukelj	18.867	SILVER
United States	1948	Track & Field	100m Men	Harrison Dillard	10.3	GOLD
United States	1948	Track & Field	100m Men	Barney Ewell	10.4	SILVER
United States	1948	Track & Field	200m Men	Melvin Patton	21.1	GOLD
United States	1948	Track & Field	200m Men	Barney Ewell	21.1	SILVER
United States	1948	Track & Field	400m Men	Mal Whitfield	46.9	BRONZE
United States	1948	Track & Field	800m Men	Mal Whitfield	1:49.2	GOLD
United States	1948	Track & Field	110m Hurdles Men	William Porter	13.9	GOLD
United States	1948	Track & Field	110m Hurdles Men	Clyde Scott	14.1	SILVER
United States	1948	Track & Field	110m Hurdles Men	Craig Dixon	14.1	BRONZE
United States	1948	Track & Field	400m Hurdles Men	Roy Cochran	51.1	GOLD
United States	1948	Track & Field	4x100m Relay Men	Barney Ewell	40.6	GOLD
United States	1948	Track & Field	4x100m Relay Men	Harrison Dillard	40.6	GOLD
United States	1948	Track & Field	4x100m Relay Men	Melvin Patton	40.6	GOLD
United States	1948	Track & Field	4x100m Relay Men	Lorenzo Wright	40.6	GOLD
United States	1948	Track & Field	4x400m Relay Men	Mal Whitfield	3:10.4	GOLD
United States	1948	Track & Field	4x400m Relay Men	Arthur Harnden	3:10.4	GOLD
United States	1948	Track & Field	4x400m Relay Men	Roy Cochran	3:10.4	GOLD
United States	1948	Track & Field	4x400m Relay Men	Clifford Bourland	3:10.4	GOLD
United States	1948	Track & Field	High Jump Men	George Stanich	1.95	BRONZE
United States	1948	Track & Field	Pole Vault Men	Guinn Smith	4.30	GOLD
United States	1948	Track & Field	Pole Vault Men	Bob Richards	4.20	BRONZE
United States	1948	Track & Field	Long Jump Men	Willie Steele	7.825	GOLD
United States	1948	Track & Field	Long Jump Men	Herbert Douglas	7.54	BRONZE
United States	1948	Track & Field	Shot Put Men	Wilbur Thompson	17.12	GOLD
United States	1948	Track & Field	Shot Put Men	Francis Delaney	16.68	SILVER
United States	1948	Track & Field	Shot Put Men	James Fuchs	16.42	BRONZE
United States	1948	Track & Field	Discus Throw Men	Fortune Gordien	50.77	BRONZE
United States	1948	Track & Field	Hammer Throw Men	Bob Bennett	53.73	BRONZE
United States	1948	Track & Field	Javelin Throw Men	Steve Seymour	67.56	SILVER
United States	1948	Track & Field	Decathlon Men	Bob Mathias	7139	GOLD
United States	1948	Track & Field	Decathlon Men	Floyd Simmons	6950	BRONZE
United States	1948	Track & Field	200m Women	Audrey Patterson	25.2	BRONZE
United States	1948	Track & Field	High Jump Women	Alice Coachman	1.68	GOLD
United States	1948	Basketball	Basketball Men	Vincent Boryla		GOLD
United States	1948	Basketball	Basketball Men	Gordon Carpenter		GOLD
United States	1948	Basketball	Basketball Men	Clifford Barker		GOLD
United States	1948	Basketball	Basketball Men	Donald Barksdale		GOLD
United States	1948	Basketball	Basketball Men	Ralph Beard		GOLD
United States	1948	Basketball	Basketball Men	Lewis Beck		GOLD
United States	1948	Basketball	Basketball Men	Alexander Groza		GOLD
United States	1948	Basketball	Basketball Men	Wallace Jones		GOLD
United States	1948	Basketball	Basketball Men	Robert Kurland		GOLD
United States	1948	Basketball	Basketball Men	Robert Pitts		GOLD
United States	1948	Basketball	Basketball Men	Jesse Renick		GOLD
United States	1948	Basketball	Basketball Men	Robert Robinson		GOLD
United States	1948	Basketball	Basketball Men	Kenneth Rollins		GOLD
United States	1948	Basketball	Basketball Men	Raymond Lumpp		GOLD
United States	1948	Boxing	Welterweight	Horace Herring		SILVER
United States	1948	Canoeing	C2 1000m Canadian Pairs (Men)	Steve Lysack	5:08.2	SILVER
United States	1948	Canoeing	C2 1000m Canadian Pairs (Men)	Stephan Macknowski	5:08.2	SILVER
United States	1948	Canoeing	C1 10,000m Canadian Singles (Men)	Frank Havens	1:02:40.4	SILVER
United States	1948	Canoeing	C2 10,000m Canadian Pairs (Men)	Stephan Macknowski	55:55.4	GOLD
United States	1948	Canoeing	C2 10,000m Canadian Pairs (Men)	Steve Lysack	55:55.4	GOLD
United States	1948	Diving	Springboard Diving Men	Bruce Harlan	163.64	GOLD
United States	1948	Diving	Springboard Diving Men	Miller Anderson	157.29	SILVER
United States	1948	Diving	Springboard Diving Men	Sammy Lee	145.52	BRONZE
United States	1948	Diving	Platform Diving Men	Sammy Lee	130.05	GOLD
United States	1948	Diving	Platform Diving Men	Bruce Harlan	122.30	SILVER
United States	1948	Diving	Springboard Diving Women	Vickie Draves	108.74	GOLD
United States	1948	Diving	Springboard Diving Women	Zoe Olsen-Jensen	108.23	SILVER
United States	1948	Diving	Springboard Diving Women	Patricia Elsener	101.30	BRONZE
United States	1948	Diving	Platform Diving Women	Vickie Draves	68.87	GOLD
United States	1948	Diving	Platform Diving Women	Patricia Elsener	66.28	SILVER
United States	1948	Equestrian	Three-Day Event, Individual	Frank Henry	-21	SILVER
United States	1948	Equestrian	Three-Day Event, Team	Frank Henry	-161.50	GOLD
United States	1948	Equestrian	Three-Day Event, Team	Charles Anderson	-161.50	GOLD
United States	1948	Equestrian	Three-Day Event, Team	Earl Thomson	-161.50	GOLD
United States	1948	Equestrian	Dressage, Team	Earl Thomson	1256	SILVER
